evidence_id,asserted_fact,source_locator,publisher,publication_date,retrieval_date,access_status,rationale
LEG-0183d30a8b9f,"Appointment reporting establishes retired general status but not party. Later retrospective cabinet-change summary labels him no party and is suggestive, but does not explicitly establish no affiliation on 4 May 2023.",https://www.cnnbrasil.com.br/politica/lula-confirma-escolha-do-general-amaro-para-ser-o-novo-ministro-do-gsi/ | https://veja.abril.com.br/coluna/radar/apos-nove-trocas-pt-tem-mais-ministerios-do-que-no-inicio-do-governo-lula/,not_normalized_in_prior_ledger,2023-05-03 | 2025-03-05,,not_individually_retrieved_by_inventory_projection,INCLUDED_UNRESOLVED in diagnostic with original dates. Additional bounded search did not establish party on the retained appointment date; no affiliation inferred from pinned party label or career.
LEG-7f1bb5c8a3de,Appointment-day Reuters report identifies PMDB.,https://odia.ig.com.br/brasil/politica/2015-04-15/henrique-alves-e-confirmado-para-o-ministerio-do-turismo.html,not_normalized_in_prior_ledger,2015-04-16,,not_individually_retrieved_by_inventory_projection,
LEG-548e8979a482,Appointment-day Valor report explicitly identifies PCdoB affiliation.,https://economia.uol.com.br/noticias/valor-online/2016/03/31/saida-de-george-hilton-do-esporte-e-publicada-no-diario-oficial.htm,not_normalized_in_prior_ledger,2016-03-31,,not_individually_retrieved_by_inventory_projection,
LEG-01028140cce5,Appointment-day profile explicitly distinguishes nomination through the União quota from no party affiliation.,https://atarde.com.br/politica/conheca-o-perfil-de-frederico-siqueira-novo-ministro-das-comunicacoes-1315545,not_normalized_in_prior_ledger,2025-04-24,,not_individually_retrieved_by_inventory_projection,
LEG-f7165c075478,Appointment-day profile identifies her as PT member.,https://www1.folha.uol.com.br/poder/2016/03/1753047-com-impasse-sobre-lula-dilma-da-bahia-assume-casa-civil.shtml,not_normalized_in_prior_ledger,2016-03-22,,not_individually_retrieved_by_inventory_projection,
LEG-21b9236f7995,Appointment-day report explicitly identifies both Padilha and Hoffmann as PT.,https://noticias.uol.com.br/politica/ultimas-noticias/2025/03/10/posse-padilha-gleisi-planalto-lula-ministerio.htm,not_normalized_in_prior_ledger,2025-03-10,,not_individually_retrieved_by_inventory_projection,
LEG-ae881085444e,Appointment-day report explicitly identifies both Padilha and Hoffmann as PT.,https://noticias.uol.com.br/politica/ultimas-noticias/2025/03/10/posse-padilha-gleisi-planalto-lula-ministerio.htm,not_normalized_in_prior_ledger,2025-03-10,,not_individually_retrieved_by_inventory_projection,
LEG-79c599cac5ac,Appointment-day report identifies PMDB leader.,https://noticias.uol.com.br/politica/ultimas-noticias/2017/02/03/temer-oficializa-quatro-novos-ministerios-e-moreira-ganha-foro-privilegiado.htm,not_normalized_in_prior_ledger,2017-02-03,,not_individually_retrieved_by_inventory_projection,
LEG-e8ffefa1056b,Appointment-day report identifies PMDB parliamentary affiliation.,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2017/03/07/temer-nomeia-serraglio-e-aloysio-nunes-e-designa-novos-membros-para-o-conselhao.htm,not_normalized_in_prior_ledger,2017-03-07,,not_individually_retrieved_by_inventory_projection,
LEG-38ee851b91b5,Appointment-day report identifies PP; April28 A União explicitly confirms individual PP membership.,https://www.polemicaparaiba.com.br/polemicas/em-posse-de-novos-ministros-temer-nao-menciona-prisoes-de-amigos/ | https://auniao.pb.gov.br/servicos/copy_of_jornal-a-uniao/2018/abril/a-uniao-28-04-2018/@@download/file/Jornal%20em%20PDF%2028-04-18.pdf,not_normalized_in_prior_ledger,2018-04-02 / 2018-04-28,,not_individually_retrieved_by_inventory_projection,
LEG-65320282090a,Appointment-day report identifies PPS; departure from PPS on March 21 was subsequent.,https://veja.abril.com.br/politica/em-posse-jungmann-critica-quem-consome-drogas-e-pede-seguranca/,not_normalized_in_prior_ledger,2018-02-27,,not_individually_retrieved_by_inventory_projection,
LEG-a7368f6c8a7a,Appointment-day report identifies PSDB parliamentary affiliation.,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2017/03/07/temer-nomeia-serraglio-e-aloysio-nunes-e-designa-novos-membros-para-o-conselhao.htm,not_normalized_in_prior_ledger,2017-03-07,,not_individually_retrieved_by_inventory_projection,
LEG-1c9c47573abc,Appointment-day report identifies the new minister as PP.,https://www.bol.uol.com.br/noticias/2023/09/13/carla-posses-discretas-de-ministros-sinalizam-desconfianca-com-centrao.htm,not_normalized_in_prior_ledger,2023-09-13,,not_individually_retrieved_by_inventory_projection,
LEG-2c6bb68fa80b,Appointment-day report identifies the new minister as PSB.,https://www.bol.uol.com.br/noticias/2023/09/13/carla-posses-discretas-de-ministros-sinalizam-desconfianca-com-centrao.htm,not_normalized_in_prior_ledger,2023-09-13,,not_individually_retrieved_by_inventory_projection,
LEG-71a45c6619da,Appointment-day report identifies the new minister as Republicanos.,https://www.bol.uol.com.br/noticias/2023/09/13/carla-posses-discretas-de-ministros-sinalizam-desconfianca-com-centrao.htm,not_normalized_in_prior_ledger,2023-09-13,,not_individually_retrieved_by_inventory_projection,
LEG-45dae6129acc,Appointment-day reporting explicitly identifies Cappelli as PSB.,https://noticias.uol.com.br/politica/ultimas-noticias/2023/04/19/ricardo-capelli-ministro-interino-gsi.amp.htm,not_normalized_in_prior_ledger,2023-04-19,,not_individually_retrieved_by_inventory_projection,
LEG-4f3b9ee61eb5,"Appointment-day reporting explicitly says Feliciano is unaffiliated, despite nomination by União allies.",https://www1.folha.uol.com.br/poder/2025/12/lula-da-posse-a-novo-ministro-do-turismo-em-aceno-a-ala-do-centrao-e-com-presenca-de-motta.shtml,not_normalized_in_prior_ledger,2025-12-23,,not_individually_retrieved_by_inventory_projection,
LEG-d0da31186ebc,"April UOL roster says MDB, July UOL roster says no party; actual affiliation versus political nomination not resolved.",https://noticias.uol.com.br/politica/ultimas-noticias/2018/04/10/temer-da-posse-a-novos-ministros.htm | https://noticias.uol.com.br/politica/ultimas-noticias/2018/07/11/a-menos-de-seis-meses-de-fim-do-governo-temer-tem-58-ministro.htm,not_normalized_in_prior_ledger,2018-04-10 / 2018-07-11,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-342db9e7f38f,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming Marcos Montes as PSD.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-6e56717fdb65,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-70db330a83a1,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-c4002690b590,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-e0e4ca4ca8d3,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-8c8c4650eaeb,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming Cristiane Britto as Republicanos.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-0561fae55600,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-3a3c01153d10,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-7a6d44294d17,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",http://www.polibiobraga.com.br/arko.pdf,not_normalized_in_prior_ledger,2022-04-07,,not_individually_retrieved_by_inventory_projection,
LEG-68fffc6a2b22,"Bento directly reports 47 years of active service until reserve transfer on March 31, 2020. Article 142 paragraph 3 item V, introduced by constitutional amendment 18/1998, prohibits active-duty military party membership.",https://www.cnnbrasil.com.br/politica/dados-da-transparencia-mostram-salarios-de-ate-r-1-milhao-pagos-a-militares-em-2020/ | https://www.planalto.gov.br/ccivil_03/constituicao/constituicao.htm,not_normalized_in_prior_ledger,2022-08-11 | 1998-02-05,,not_individually_retrieved_by_inventory_projection,"Explicit inference from independently dated continuous active-duty status and legal prohibition, not from a blank party cell or military career alone."
LEG-62197e617b7c,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,not_normalized_in_prior_ledger,2022-10-28 | 2022-04-14,,not_individually_retrieved_by_inventory_projection,Neither February 2020 nor March 2021 appointment began under PL.
LEG-dacd12d72fdc,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,not_normalized_in_prior_ledger,2022-10-28 | 2022-04-14,,not_individually_retrieved_by_inventory_projection,Neither February 2020 nor March 2021 appointment began under PL.
LEG-3ef836b8a40d,Bloomberg interview explicitly reports his statement that he had never belonged to any political party; establishes unaffiliated status backward to 2016 appointment.,https://gestion.pe/mundo/ilan-goldfajn-expresidente-banco-central-de-brasil-quiere-despolitizar-el-bid-noticia/,not_normalized_in_prior_ledger,2022-11-17,,not_individually_retrieved_by_inventory_projection,
LEG-3adefb71d2bc,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-5932ad93e7d8,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-5bb831c94f66,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-69449ca60500,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,,not_normalized_in_prior_ledger,,,not_individually_retrieved_by_inventory_projection,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
