period,start_date,end_date,start_inclusive,end_exclusive,minister,office,person_id,canonical_party_at_date,affiliation_state,composition_status,service_id,affiliation_id,witness_id,evidence_ids,decision_ids,notes,data_version,release_metadata_sha256
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Aloizio Mercadante,Casa Civil,person-052252ad8b69,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-12,affiliation-d0f4c906643d,8695fc1ee5cb8dad221a,C024;C032;LEG-85841e849f8e;LEG-d255b4dea116,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Miguel Rossetto,Secretaria-Geral da Presidência,person-3b1d01f95a61,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-70,affiliation-813232b2bc21,a91a3e96bf67017b0320,C024;C032;LEG-06075cf8fce5;LEG-8670a70acb8c,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Pepe Vargas,Secretaria de Relações Institucionais,person-a4e239dfc327,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-67,affiliation-cb70210091eb,b667c3d9213db3a636f8,LEG-7fd64bd02e06,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Patrus Ananias,Ministério do Desenvolvimento Agrário,person-90757367fdcf,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-31,affiliation-893e7cb6ee58,bba09f4918d0f127ea9f,LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Ideli Salvatti,Secretaria de Direitos Humanos,person-8dc226f411d7,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-36,affiliation-a2d9361f450f,cdeea888452c4805c61a,LEG-d13b06a2d6ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Tereza Campello,Ministério do Desenvolvimento Social e Combate à Fome,person-06d7d8eceb28,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-35,affiliation-e4422f7ef01f,d2d74ed0b8b2cf6240b7,LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Arthur Chioro,Ministério da Saúde,person-b178a128a47e,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-68,affiliation-72fe9140fcd2,e5ef82746930c94fa601,C024;LEG-03d0c552eee1,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,Armando Monteiro,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",person-6e762df38945,PTB,PARTY,primary_adjudicated,service-dilma_rousseff-1-34,affiliation-a4eb3d8313a7,e62cc0a644a0496de61c,LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-01-01,2015-02-05,2015-03-18,2015-02-05,2015-03-19,George Hilton,Ministério do Esporte,person-36c135f51965,REPUBLICANOS,PARTY,primary_adjudicated,service-dilma_rousseff-1-43,affiliation-1e430540f85f,ca73a0757773295d4768,AFF-001;LEG-16d934587913,PERSON-CONTINUITY-REVIEW;R02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Vinicius Lages,Ministério do Turismo,person-16ea0c2b585a,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-75,affiliation-30498ddd5bfa,bdda4504f5db4e333d88,LEG-858a83513dbd,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Helder Barbalho,Ministério da Pesca e Aquicultura,person-69c3d0fe4619,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-58,affiliation-d5b00c2a9cef,bee10c378260c68a21a4,C024;C032;LEG-1591c82663db;LEG-ed798dddc06b,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Kátia Abreu,"Ministério da Agricultura, Pecuária e Abastecimento",person-5139ef661a7d,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-3,affiliation-17b5cdf8e9ca,cb9f2cf480a120e86a9f,LEG-bbe559c76692,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Eliseu Padilha,Secretaria de Aviação Civil,person-2f002dc5bdc9,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-7,affiliation-518560e30e49,e156afaf3757c65c3b9f,C021;LEG-d2f12b350683,C021;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Roberto Mangabeira Unger,Secretaria de Assuntos Estratégicos,person-dbf349570fa7,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-5,affiliation-56398b55c5be,ebde9cf587df67f047e4,LEG-7076a873efe6,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Eduardo Braga,Ministério de Minas e Energia,person-86b811c075f6,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-56,affiliation-71a21ce067a9,f9a5e1d2c34ea81ec192,C009;LEG-328a5753236c,C009;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Edson Coelho Araújo,Secretaria Nacional dos Portos,person-bab2d25de60e,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-62,affiliation-7b274d41a3ea,faed589d1c5bbb7e61f6,C024;LEG-7313721f7d0a,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Aldo Rebelo,"Ministério da Ciência, Tecnologia e Inovação",person-d1c3d895582d,PCdoB,PARTY,primary_adjudicated,service-dilma_rousseff-1-16,affiliation-e0a60b031086,8dbcacf3565f29ef4c7c,C024;LEG-9551d742d972,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Manoel Dias,Ministério do Trabalho e Emprego,person-3978546739e7,PDT,PARTY,primary_adjudicated,service-dilma_rousseff-1-72,affiliation-e21f6f6e3198,550424934f8b80f7ded9,C024;LEG-8912d93c02b7,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Antonio Carlos Rodrigues,Ministério dos Transportes,person-38f714851a92,PL,PARTY,primary_adjudicated,service-dilma_rousseff-1-74,affiliation-c6da526a7bf3,188c6816bab631af49e3,LEG-650019f21afb,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Gilberto Occhi,Ministério da Integração Nacional,person-57a1c7594de5,PP,PARTY,primary_adjudicated,service-dilma_rousseff-1-49,affiliation-eb8404d6b3ec,a782863f990e391ac091,LEG-3df9b9d5037a,PERSON-CONTINUITY-REVIEW;R03,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Gilberto Kassab,Ministério das Cidades,person-0c933c9fd291,PSD,PARTY,primary_adjudicated,service-dilma_rousseff-1-19,affiliation-39707084a306,15425830dd54ed89e7de,LEG-79221ce8a4c6,PERSON-CONTINUITY-REVIEW;R04,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Guilherme Afif Domingos,Secretaria da Micro e Pequena Empresa,person-ae882a0b01e7,PSD,PARTY,primary_adjudicated,service-dilma_rousseff-1-55,affiliation-35e1570fff93,d890c94a60fa8e47c113,C024;LEG-ea956fb419a3,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Miguel Rossetto,Secretaria-Geral da Presidência,person-3b1d01f95a61,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-70,affiliation-813232b2bc21,45ded46e75daac9e6712,C024;C032;LEG-06075cf8fce5;LEG-8670a70acb8c,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Luiz Cláudio Costa,Ministério da Educação,person-42c80e28db4f,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-40,affiliation-8fb8dd8f1887,4ff2e6f8d42300b93b41,LEG-71604753d832;NEW-COSTA,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Ricardo Berzoini,Ministério das Comunicações,person-15675a9ecd53,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-23,affiliation-7af3673c6018,6c4340fcde2b0cf5febd,C024;C032;LEG-a0ba08a78c10;LEG-fc4f25515b67,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Pepe Vargas,Secretaria de Relações Institucionais,person-a4e239dfc327,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-67,affiliation-cb70210091eb,78fe6ac600bfa1129f24,LEG-7fd64bd02e06,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,José Eduardo Cardozo,Ministério da Justiça,person-ca40dc0291e1,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-51,affiliation-29b39d7f6cbc,7ad721134d806560e1ee,LEG-8f31809fa406,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Ideli Salvatti,Secretaria de Direitos Humanos,person-8dc226f411d7,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-36,affiliation-a2d9361f450f,86ce5d1e45ff20f16bfa,LEG-d13b06a2d6ea,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Juca Ferreira,Ministério da Cultura,person-e97a73d54d22,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-28,affiliation-7dc2db2ea744,9b1a318690b3fa5dd58f,LEG-e0ac31b0f981,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Tereza Campello,Ministério do Desenvolvimento Social e Combate à Fome,person-06d7d8eceb28,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-35,affiliation-e4422f7ef01f,ab942da0a51662c9de1b,LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Eleonora Menicucci,Secretaria de Políticas para as Mulheres,person-ab2d74d8fcaf,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-61,affiliation-270df0f8e42e,afdae7ee0bf8a05c74dd,C024;LEG-92ed8875155b,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Patrus Ananias,Ministério do Desenvolvimento Agrário,person-90757367fdcf,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-31,affiliation-893e7cb6ee58,cb13db253a1a9e04a2cc,LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Jaques Wagner,Ministério da Defesa,person-9e9d2c2a173e,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-29,affiliation-8853da98c38a,e044313279a345e7962c,C024;C032;LEG-8fea2cf59c34;LEG-d44eb314acd9,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Aloizio Mercadante,Casa Civil,person-052252ad8b69,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-12,affiliation-d0f4c906643d,ea78f4a11cc49c9ca6e9,C024;C032;LEG-85841e849f8e;LEG-d255b4dea116,C024;C032;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Arthur Chioro,Ministério da Saúde,person-b178a128a47e,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-68,affiliation-72fe9140fcd2,f2f01a3a0d8b15a2f9e8,C024;LEG-03d0c552eee1,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Carlos Eduardo Gabas,Ministério da Previdência Social,person-03e5816de50d,PT,PARTY,primary_adjudicated,service-dilma_rousseff-1-65,affiliation-3fe827923a90,fe58149d7f8b3959bcc8,C024;LEG-b3f068a0416e,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,Armando Monteiro,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",person-6e762df38945,PTB,PARTY,primary_adjudicated,service-dilma_rousseff-1-34,affiliation-a4eb3d8313a7,71a04f717648128a5e6d,LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-19,2015-03-24,2015-03-19,2015-03-25,George Hilton,Ministério do Esporte,person-36c135f51965,REPUBLICANOS,PARTY,primary_adjudicated,service-dilma_rousseff-1-43,affiliation-1e430540f85f,4ce45107aeb32e3351fe,AFF-001;LEG-16d934587913,PERSON-CONTINUITY-REVIEW;R02,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-25,2015-03-30,2015-03-25,2015-03-31,Roberto Mangabeira Unger,Secretaria de Assuntos Estratégicos,person-dbf349570fa7,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-5,affiliation-56398b55c5be,1813ded855f42b075a7b,LEG-7076a873efe6,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-25,2015-03-30,2015-03-25,2015-03-31,Edson Coelho Araújo,Secretaria Nacional dos Portos,person-bab2d25de60e,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-62,affiliation-7b274d41a3ea,2e3a638f7a486bac5995,C024;LEG-7313721f7d0a,C024;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-25,2015-03-30,2015-03-25,2015-03-31,Kátia Abreu,"Ministério da Agricultura, Pecuária e Abastecimento",person-5139ef661a7d,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-3,affiliation-17b5cdf8e9ca,6bd9896b8d7af31f9505,LEG-bbe559c76692,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-25,2015-03-30,2015-03-25,2015-03-31,Vinicius Lages,Ministério do Turismo,person-16ea0c2b585a,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-75,affiliation-30498ddd5bfa,6c60b10fed70a62db202,LEG-858a83513dbd,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
dilma_2-2015-03-19,2015-03-25,2015-03-30,2015-03-25,2015-03-31,Eliseu Padilha,Secretaria de Aviação Civil,person-2f002dc5bdc9,MDB,PARTY,primary_adjudicated,service-dilma_rousseff-1-7,affiliation-518560e30e49,84294adad63495cefff9,C021;LEG-d2f12b350683,C021;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,Dated contemporaneous affiliation witness; end_date is compatibility inclusive display.,2026-03-19-history-v6-onyx-candidate,750591b888bd7ca6d1bf8b22239f4927fb44579dd36dc9b2d6fea8dcbdda8a8f
